artist_name,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri
Cage The Elephant,Drones In The Valley,0.506,0.908,0,-3.6,1,0.0405,0.000297,0.0,0.52,0.822,133.93,spotify:track:6O76xrRBDNXTKVGBgEnnWW
A Mormon Christmas,O Holy Night,0.455,0.0994,8,-15.991,1,0.0383,0.991,0.906,0.116,0.15,129.858,spotify:track:39DOMdnba3se2rtNLj2gwo
Cherri Bomb,The Pretender,0.449,0.952,4,-3.905,0,0.116,0.000596,0.00134,0.0564,0.291,173.995,spotify:track:5aWZYkmFgLC9XAUNJimLjz
NB Ridaz,Notice Me,0.708,0.807,6,-2.938,0,0.222,0.182,0.0,0.274,0.702,175.889,spotify:track:2AsUEN8UMGcGC65rhcop8k
Os Mutantes,A Minha Menina,0.455,0.93,7,-3.21,1,0.126,0.0568,0.0,0.464,0.429,91.41,spotify:track:3CCGsOj2efotChiScMmCWg
Sum 41,My Direction,0.444,0.963,10,-4.045,1,0.115,0.000167,6.13e-05,0.0996,0.788,164.027,spotify:track:0JS5s9DeP9ycfzEIKTwMys
Adele,Don't You Remember,0.64,0.395,3,-5.689,1,0.0307,0.206,0.0,0.0935,0.235,115.082,spotify:track:24cKN8P2uGWypxTw5WaNlq
Migos,Copper and Robbers,0.947,0.367,1,-10.658,1,0.448,0.011,0.0,0.112,0.204,130.009,spotify:track:0MQ6TxR0zsFHjMrhEt5lIk
Lightspeed Champion,Middle Of The Dark,0.32,0.408,9,-11.645,0,0.0382,0.328,5.83e-05,0.122,0.42,81.617,spotify:track:1IzXwSK4taxJ4WNlAk0g5n
Florida Georgia Line,Bumpin' The Night,0.456,0.865,1,-4.227,1,0.0316,0.0843,0.000512,0.108,0.363,151.978,spotify:track:5ygp81TQpolYKghQjdYZpD
Iamsu!,Different,0.795,0.509,11,-10.326,1,0.217,0.11,3.41e-06,0.198,0.421,99.059,spotify:track:0ScPfJDMcpu8FlzpGxEV34
GoldFord,Never Settle,0.503,0.492,7,-8.465,1,0.0429,0.47,1.15e-06,0.161,0.251,147.996,spotify:track:1vHu9YWlXimHJTTXwh6m0G
Zach Rogers,I Just Called to Say I Love You,0.415,0.0336,2,-23.464,1,0.0502,0.994,0.875,0.0945,0.541,65.074,spotify:track:517IgyzjMUJGs8FUL2q5x3
Cam Meekins,Inhale,0.744,0.466,9,-8.622,0,0.471,0.223,0.0,0.265,0.594,120.261,spotify:track:37qcV178MkZgOeRl2nObGU
Young Thug,Gangster Shit,0.781,0.57,1,-5.555,0,0.296,0.117,0.0,0.112,0.354,173.991,spotify:track:4AwJDh8ErDvjeiswR41DKM
TOTO,Hold the Line,0.473,0.898,6,-4.797,0,0.0561,0.00783,0.0618,0.173,0.808,96.556,spotify:track:4aVuWgvD0X63hcOCnZtNFA
Baauer,Dum Dum,0.787,0.81,5,-7.822,1,0.0993,0.0596,0.125,0.625,0.644,77.505,spotify:track:0lMwsRjgzmEhiv3anRRl7q
Meryl Streep,"Money, Money, Money - From 'Mamma Mia!' Original Motion Picture Soundtrack",0.757,0.735,11,-4.749,0,0.0367,0.24,3.71e-06,0.0745,0.503,121.977,spotify:track:5d1KW5rFia50J0yQKRMEnI
Sum 41,13 Voices,0.178,0.91,4,-4.888,0,0.0514,2.12e-05,0.0631,0.0512,0.353,187.699,spotify:track:2730j592jE4F4zHE9rebGZ
Smooth Jazz All Stars,I'll Make Love to You,0.551,0.465,2,-7.824,1,0.0284,0.424,0.88,0.198,0.259,142.113,spotify:track:3rCcGzU0lP0YkSnpiUOxUM
Jake Paul,JERIKA,0.518,0.691,4,-6.46,0,0.085,0.155,0.0,0.165,0.16,133.947,spotify:track:2eniWYYid1tEDZZEai3xZr
Fetty Wap,Couple Bands,0.56,0.706,4,-4.111,0,0.0582,0.237,3.24e-05,0.379,0.757,150.846,spotify:track:7oLQkZscMC02VZysLkC55T
Drew Holcomb & The Neighbors,The Last Thing We Do,0.369,0.852,1,-6.992,1,0.0558,0.000442,0.913,0.0878,0.476,162.074,spotify:track:6SfGGnTMsoaRDY74pXFEAk
Theory of a Deadman,Bitch Came Back,0.58,0.877,1,-4.193,0,0.0395,0.00122,0.0,0.322,0.614,129.968,spotify:track:6kp8F9FpHXzjga2MeRDSG8
Greg Grease,Cliches (feat. Proper T),0.7,0.877,8,-6.717,0,0.39,0.198,0.0,0.0741,0.73,139.88,spotify:track:3UjFcxuJKElm0EWjj9cKTO
Elvis Presley,Can't Help Falling In Love - Live,0.271,0.633,0,-7.359,1,0.0395,0.647,0.0617,0.843,0.483,133.881,spotify:track:0hzYEQDLxpVDSsUhFKAaWs
Lee Foss,U Got Me - Original Mix,0.876,0.339,6,-11.213,1,0.0611,0.0343,0.483,0.0911,0.745,121.007,spotify:track:527B8zn1uxPU66e8Szm1k1
Snowgoons,The Hatred,0.473,0.966,1,-1.953,0,0.323,0.0562,0.0,0.765,0.512,94.131,spotify:track:2iP3AaNoQLvwDZ3sxPfRVI
311,Loco,0.604,0.835,1,-6.864,0,0.0366,0.00286,0.0,0.187,0.81,94.775,spotify:track:3LIOXPCAc9jZNssMj6xwNM
Rubén Blades,Yo Soy Una Mujer,0.437,0.387,5,-7.673,1,0.0312,0.849,2.79e-05,0.465,0.38,135.213,spotify:track:7zHJPvlvAMkr1E1jFUp8d5
Billy Stewart,Sitting In The Park - Single Version,0.436,0.267,7,-16.951,1,0.0311,0.827,0.0,0.0843,0.512,168.899,spotify:track:3m9UWD6ChNt4V0ZYOBwzMe
Interpol,All The Rage Back Home,0.263,0.907,7,-5.755,1,0.0578,4.28e-05,0.555,0.277,0.351,84.438,spotify:track:5Ig8nbFtwIv4K4SC3Nq2DN
Brandi Carlile,Turpentine,0.545,0.349,2,-9.931,1,0.0478,0.481,6.02e-05,0.0985,0.347,79.168,spotify:track:3Uk3fbZxgoQGc0onBWi1wL
Sander Kleinenberg,We Rock It,0.755,0.94,10,-6.583,0,0.0779,0.000962,0.00106,0.0523,0.426,124.968,spotify:track:1lxLo43RO5wm677u9PaRY8
El Compa Chuy,El Corrido Del Katch - Live Version,0.488,0.611,10,-5.449,1,0.0615,0.563,0.0,0.833,0.762,81.391,spotify:track:5IRBzGRGaJcV5kUzbBxpqW
C-Kan,Cuando El Amor Se Acaba (feat. Prynce El Armamento),0.757,0.843,5,-3.829,0,0.232,0.268,0.0,0.0751,0.925,78.991,spotify:track:44iOKEvZMBQc49Dq0U2NpS
Switchfoot,Your Love Is a Song,0.519,0.524,6,-4.082,0,0.0282,0.0305,0.00012,0.207,0.357,80.013,spotify:track:1ztW0Lu8SFYrIWmaCy9e5G
Erika Costell,There For You,0.836,0.478,0,-8.426,1,0.139,0.356,0.0,0.0898,0.389,126.994,spotify:track:2AaFh40HT4EymcrfPM7OYN
Bob Dylan,Duquesne Whistle,0.6,0.596,8,-11.501,1,0.0784,0.89,0.000273,0.268,0.52,96.565,spotify:track:4CbZULv5CIeio4mZHhgSZJ
Toby Keith,Rum Is The Reason,0.761,0.719,11,-5.704,1,0.0244,0.273,0.00041,0.28,0.907,107.503,spotify:track:6o4FRGjSNSrkF9hDhkCVri
Phil Spector,Sleigh Ride,0.526,0.709,11,-9.882,0,0.0333,0.601,1.37e-05,0.327,0.832,91.638,spotify:track:7wiESxCGoUkRdgZF2JOLZu
Digable Planets,Rebirth Of Slick (Cool Like Dat),0.884,0.334,1,-18.943,0,0.228,0.0476,0.0588,0.107,0.571,98.315,spotify:track:26q6YTrXt9l8qshIveiTX9
Turnpike Troubadours,The Funeral,0.674,0.73,4,-5.866,1,0.0271,0.00816,1.18e-05,0.326,0.501,116.038,spotify:track:5RiKNyDSQCZ9lU3oePbU85
Waka Flocka Flame,Clap,0.851,0.608,2,-7.599,1,0.302,0.253,0.0,0.113,0.577,140.034,spotify:track:0HfU5n8xDZP3VCQTJ0pDx1
Oceans Ate Alaska,Over The Edge,0.253,0.988,9,-2.637,1,0.207,1.44e-05,0.194,0.135,0.273,102.358,spotify:track:5lLbOhVS1qVop1pUlAlWpK
Eric Church,Round Here Buzz,0.638,0.441,2,-9.064,1,0.0347,0.0422,1.33e-05,0.107,0.473,76.078,spotify:track:52ioLaTnO2J7BWY8UN2n9D
Clem Leek,You’re So Very Far Away,0.311,0.109,9,-17.777,1,0.0347,0.949,0.882,0.127,0.0775,137.049,spotify:track:6IhFOgNP7YeQ3PoI8kcRLn
French Montana,Don't Panic,0.851,0.7,10,-5.721,0,0.0365,0.0464,0.0,0.113,0.389,99.972,spotify:track:4cJMPy3PelPJjj2aq3wFX9
Grateful Dead,"West LA Fadeaway - Live at the Copps Coliseum, Hamilton, Ontario, Canada, March 22, 1990",0.484,0.585,7,-11.546,1,0.044,0.326,0.203,0.642,0.683,168.57,spotify:track:54fM0nEnQJEBeU5YlqnRbE
American Hi-Fi,The Art Of Losing,0.454,0.888,7,-2.459,1,0.0414,0.00182,0.00037,0.174,0.634,168.281,spotify:track:0JG9qctL7L6rLYBqoYdO1p
All Time Low,A Love Like War (feat. Vic Fuentes),0.475,0.987,5,-3.515,0,0.121,0.00028,2.36e-06,0.335,0.632,162.002,spotify:track:7vBBL9qR7sgvb0vD04iLTk
Tessa Violet,Sorry I'm Not Sorry,0.813,0.802,5,-7.064,0,0.0569,0.142,0.000321,0.711,0.761,118.015,spotify:track:5mAJRMjtMygDT9Oj6yDndN
Marvin Gaye,Ain't No Mountain High Enough,0.669,0.616,11,-10.776,0,0.033,0.482,0.0,0.179,0.818,130.037,spotify:track:2H3ZUSE54pST4ubRd5FzFR
Styx,The Grand Illusion,0.333,0.595,8,-12.383,1,0.0363,0.169,9.59e-05,0.0965,0.572,94.617,spotify:track:0FFdCFGfmtqVaHTBYXybkx
The Color Morale,Clip Paper Wings,0.359,0.98,11,-3.687,0,0.119,7.01e-06,0.88,0.0956,0.25,164.967,spotify:track:7rHNDCB94QHjtLlM8zEBn4
Alexander Fairchild,Abc,0.6,0.487,5,-8.132,1,0.0239,0.222,3.22e-05,0.125,0.53,131.932,spotify:track:6AGbQEjzAzqLaZlqlONpeW
Bad Bunny,Soy Peor,0.732,0.605,0,-3.15,0,0.086,0.679,0.0029,0.114,0.143,115.942,spotify:track:5MT96Zz0ymUJNm8obKZQr0
Mike Cervello,SMACK!,0.691,0.865,5,-4.288,1,0.0589,0.000626,0.344,0.126,0.143,127.919,spotify:track:5nNuaJH52oYEycQixcMGgq
The Summer Set,Boomerang,0.647,0.931,11,-2.513,0,0.157,0.0469,0.0,0.202,0.814,94.014,spotify:track:4WndyaUksY3WL2WD8C8EPT
SDIB,Midnight Hour,0.76,0.522,2,-8.792,1,0.0358,0.0325,9.04e-05,0.0806,0.829,86.009,spotify:track:4HZ7dy2pP3uenmz01FHk9R
Sia,You've Changed,0.671,0.825,11,-5.673,1,0.034,7.99e-05,0.52,0.147,0.654,119.996,spotify:track:4cGNEByoQ3adGfq9rFGH2t
Liquid Stranger,Dissolve,0.665,0.601,6,-7.981,1,0.0294,0.0171,0.833,0.208,0.0999,105.002,spotify:track:0Qm14E0Scc9hpGPwhowHEP
Aaron Shust,Ever Be,0.458,0.739,9,-4.77,1,0.0469,0.00873,0.0,0.131,0.409,144.023,spotify:track:0P8ANiSwsjYPx3zrmgN2Pv
Baby,What Happened To That Boy,0.764,0.873,2,-6.21,1,0.291,0.0608,0.000363,0.0757,0.719,93.073,spotify:track:20Sp7dNLM3NjIu3TInDqjq
Ti Kabzy,Tu me manques,0.647,0.842,9,-6.677,0,0.0791,0.519,0.0102,0.0985,0.921,175.973,spotify:track:5c2duQu5AMAAAP2yX2t8u9
Alicia Keys,If I Ain't Got You,0.609,0.444,7,-9.129,1,0.106,0.603,6.86e-06,0.104,0.166,118.402,spotify:track:3XVBdLihbNbxUwZosxcGuJ
Jacob Whitesides,Let's Be Birds,0.685,0.701,9,-6.975,0,0.0283,0.0619,0.0,0.0798,0.568,94.97,spotify:track:1EV0GEC5OywYfCxKP46Hgu
Paula DeAnda,Doing Too Much (feat. Baby Bash) - Main,0.715,0.671,2,-5.119,1,0.0863,0.269,0.0,0.339,0.723,141.011,spotify:track:0gMX5qfSAKTPFdVQMRyqr6
Above & Beyond,Sticky Fingers (feat. Alex Vargas),0.532,0.708,8,-6.538,1,0.195,0.0893,0.00989,0.11,0.18,125.915,spotify:track:4TTdxJoLQi5JJm2WMXmeAg
Sponsors,Wonderwall,0.382,0.855,6,-6.334,0,0.0457,0.13,0.0,0.251,0.382,91.134,spotify:track:3n8w6A7mfnfncsM4SUVwR5
T-Vice,Se Pa'w Mwen Ye (Forever),0.368,0.761,3,-5.928,0,0.0333,0.238,3.56e-05,0.0936,0.644,168.081,spotify:track:0Wd7EpUbymeZ91XoJ1wC1J
Heatwave,The Groove Line,0.712,0.757,2,-10.045,1,0.0352,0.0543,0.000405,0.201,0.729,120.165,spotify:track:0QX4u1gl2VZ6HKShy7BWEn
Imad Royal,Bad 4 U,0.845,0.553,5,-5.681,0,0.0599,0.436,0.0,0.057,0.568,121.959,spotify:track:4IChWtexBegNreTAIEH1cK
Kwesi K,Lovely,0.441,0.411,11,-10.749,1,0.0294,0.536,0.0115,0.0875,0.134,165.058,spotify:track:1nrfx6iTComvW1j2Fbd5t8
Guitar Tribute Players,Good Riddance (Time of Your Life),0.619,0.296,7,-11.822,1,0.0326,0.602,0.923,0.121,0.618,95.992,spotify:track:1NwYA4kzNSb6gqaQXPK9g0
Gipsy Kings,Vamos a Bailar,0.59,0.939,6,-7.195,0,0.0416,0.279,0.000882,0.169,0.914,123.06,spotify:track:6hwOmOxRgIGQE8u9dhluzQ
Romeo Santos,Odio (feat. Drake),0.802,0.725,0,-5.965,0,0.0676,0.574,0.0,0.0821,0.598,128.04,spotify:track:1iLv1ieT9BZ3qsti9yTCnG
Agnes Obel,Fivefold,0.42,0.0903,0,-19.647,1,0.0414,0.933,0.959,0.102,0.0872,120.072,spotify:track:70jrs95b7yOubAQJmwY2Z5
Lucky Thompson,Spot Session,0.511,0.248,5,-21.069,0,0.054,0.937,0.241,0.204,0.483,119.275,spotify:track:7jo9ZisqKUjBj8xfHMeN7W
Old Crow Medicine Show,This Train is Bound for Glory,0.392,0.942,9,-8.62,1,0.559,0.158,4.48e-05,0.802,0.582,174.311,spotify:track:7mfn1O2YQifrW5nZhAhCGL
Milky Chance,Doing Good,0.71,0.73,9,-8.381,0,0.0481,0.293,0.105,0.098,0.729,98.015,spotify:track:4KAs4IcxluXDFGuV4XCEJa
June Marieezy,Fly - FKJ Remix,0.657,0.528,6,-8.039,0,0.0679,0.707,0.000158,0.264,0.35,75.44,spotify:track:2cbWaw8K4fKvR9kgBg3ugq
The Bar-Kays,Holy Ghost,0.7,0.956,11,-7.61,1,0.0709,0.214,0.747,0.0742,0.795,107.743,spotify:track:3dgMPpTQJ9Y91TkB072ZN3
3OH!3,BASMF,0.643,0.678,7,-6.651,0,0.276,0.00339,0.0,0.0374,0.38,160.13,spotify:track:6CVxLag7DqnD1lVIZwkS0Q
Eric Church,Love Your Love The Most,0.333,0.524,10,-6.788,1,0.0301,0.194,0.0,0.124,0.438,73.393,spotify:track:6HLciiLMPssno4lT4gbObT
Foster & Allen,Rose of Tralee,0.256,0.275,9,-10.33,1,0.0279,0.436,8.91e-05,0.205,0.229,89.313,spotify:track:3KSHE1zsO7MYE9vBinJkKV
SHAED,Perfume,0.596,0.676,8,-4.988,0,0.0479,0.0415,0.0,0.187,0.323,176.058,spotify:track:7GdEHrt8Y23hzjGei28A9J
Farruko,Passion Whine - Remastered Version,0.792,0.695,10,-3.438,0,0.058,0.339,0.0,0.0585,0.786,80.998,spotify:track:5OgzsE0POkXqoOACuVgLKA
Thompson Square,Are You Gonna Kiss Me Or Not,0.485,0.701,8,-3.807,1,0.0288,0.039,0.0,0.0977,0.613,151.948,spotify:track:2TAcwD5KcV9uY3O1tLGV15
John Denver,Annie's Song,0.325,0.308,2,-11.503,1,0.0297,0.92,0.00603,0.441,0.447,147.117,spotify:track:5qxFudz7A6PGptviHsz4Yd
Sleeping At Last,You Are Enough,0.593,0.5,1,-8.532,1,0.029,0.707,1.24e-05,0.0837,0.465,117.996,spotify:track:1Wdj4wRDYS7aT4CoPS0mAH
Christina Milian,Like Me,0.829,0.587,6,-6.676,0,0.0793,0.351,0.0,0.449,0.753,101.031,spotify:track:4dHB8p9ZOwDIGEu1CS9Bci
Pentatonix,Up On The Housetop,0.862,0.643,8,-5.424,0,0.0695,0.0474,0.0,0.07,0.952,101.996,spotify:track:6alKswvFckHEeNtO3JFvZl
Dwight Yoakam,Ain't That Lonely Yet,0.603,0.738,5,-5.131,1,0.026,0.393,2.31e-06,0.27,0.493,106.923,spotify:track:0Kwu1D6HJc8KCLjTGCB22w
Singing Sandra,One Day Of Prayer,0.736,0.963,5,-3.901,1,0.11,0.102,1.76e-06,0.181,0.89,100.022,spotify:track:7m3cTjma9U4bxPRUWBuBN3
Ice Nine Kills,Bloodbath & Beyond,0.335,0.985,1,-3.02,0,0.412,0.00106,3.94e-05,0.0302,0.258,184.75,spotify:track:6jGmsn37Pf8D4Nm8MP0dho
Elliott Smith,2:45 AM,0.627,0.0849,7,-20.498,1,0.0384,0.763,0.000217,0.105,0.373,83.358,spotify:track:6R3485odccMLEZac4eDALD
The Mamas & The Papas,California Dreamin',0.554,0.667,1,-10.226,0,0.0342,0.628,0.0,0.0486,0.597,112.749,spotify:track:63rva3TBizr6x1Yp5uwKfD
NEEDTOBREATHE,Prisoner,0.605,0.861,2,-4.803,1,0.114,0.0295,3.35e-05,0.0801,0.643,171.904,spotify:track:13XYZ0qjIczYjSHwTGXrF1
Yellow Ostrich,Here Today,0.705,0.432,2,-10.695,1,0.0385,0.424,0.0288,0.176,0.334,93.481,spotify:track:5Y9tM4t50vsUKWXST3QiK3
Erik Satie,Première Gymnopédie,0.594,0.00544,7,-35.422,1,0.07,0.995,0.952,0.0814,0.314,76.497,spotify:track:4jep6dMPP0z7HrN375InoL
Ashley Blanchet,The Locomotion,0.704,0.811,10,-3.041,0,0.0316,0.615,4.89e-06,0.209,0.94,133.99,spotify:track:6gAbcFfwCQZzEYlbmJdjNQ
Django Django,Firewater,0.714,0.725,9,-5.311,1,0.121,0.0148,0.0169,0.175,0.702,141.943,spotify:track:76WDHcpK3OIWwvzghr2ywS
Seryn,Disappear,0.499,0.66,7,-5.936,1,0.0408,0.388,1.24e-06,0.144,0.312,81.016,spotify:track:6bvF3uR8yXSgEOPFoEoy7C
Pries,Even If It Hurts,0.661,0.628,6,-8.684,1,0.345,0.0689,0.0,0.146,0.862,83.954,spotify:track:0hnBtFk4WI7WHC2TfQfHKW
SZA,Normal Girl,0.624,0.532,0,-7.146,1,0.124,0.269,5.17e-05,0.158,0.362,76.453,spotify:track:5fQBa4wkmq28xpSLOQ202K
Boosie Badazz,Kicking Clouds,0.524,0.657,4,-7.476,0,0.0895,0.12,6.23e-06,0.687,0.287,125.005,spotify:track:7lXGJzCPslMxiK25JNHUZB
Lupe Fiasco,Next to It (feat. Ty Dolla $ign),0.854,0.868,6,-4.731,0,0.0802,0.113,0.0,0.0799,0.899,108.014,spotify:track:3c2NYwxSA4c2coUzU3pTiT
Eric Clapton,Tears in Heaven,0.498,0.242,9,-12.238,1,0.0257,0.835,0.536,0.133,0.312,153.744,spotify:track:1kgdslQYmeTR4thk9whoRw
Alasdair Fraser,The Miller's Daughter - My Wife's A Wanton Wee Thing - Deuks DangOwer My Daddy - I Hae a Wife,0.446,0.168,2,-15.789,1,0.0436,0.912,0.0221,0.146,0.32,117.943,spotify:track:4bzW5hGboQqs8ELphc09ME
Bright Lights,Runaway,0.564,0.84,4,-3.715,0,0.0396,0.0199,0.0,0.195,0.425,149.988,spotify:track:146ffsRRrGUl3MCZAmkGKO
Billy Joel,Big Shot,0.52,0.737,0,-11.715,1,0.0972,0.156,7.55e-06,0.0866,0.728,149.861,spotify:track:22wxe2Yc9JzihICXYLGAQ7
All Saints,Never Ever,0.738,0.541,1,-5.485,1,0.0311,0.559,0.0,0.0492,0.309,134.187,spotify:track:7ziHnshbknkpFLDW5yGBjO
Explosions In The Sky,The Only Moment We Were Alone,0.3,0.417,0,-14.52,1,0.0356,0.00664,0.812,0.567,0.0351,117.515,spotify:track:0QQglK4d7NIPTrNthG8FGu
Funkwerkstatt,Melodie für Millionen - Anthik & Felipe Puertes Remix,0.806,0.66,0,-8.273,0,0.0809,0.000394,0.856,0.0999,0.352,122.007,spotify:track:2nz6vWRFUYoazIrPRhTmDV
Nas Presents Nashawn,Write Your Name,0.473,0.859,7,-6.009,1,0.329,0.131,0.0,0.357,0.677,179.628,spotify:track:4bTYzsHOlnbsV5kC1GE2S4
Lynyrd Skynyrd,Mississippi Kid,0.72,0.48,9,-9.588,1,0.039,0.756,0.0,0.326,0.773,95.523,spotify:track:3NwNa9HD9puWlIzeSBa8e8
Young Dro,FDB,0.942,0.773,5,-4.855,1,0.208,0.0378,0.0,0.0736,0.648,125.075,spotify:track:19fKNXNkmWhuAQyGbxyFXg
Faith No More,Digging the Grave - 2016 Remaster,0.249,0.985,4,-3.825,0,0.0715,0.00029,0.000277,0.416,0.703,163.192,spotify:track:0eaKF8rz7tSYtNmg2mh0FF
Madison Mars,Milky Way,0.623,0.975,3,-2.632,0,0.109,0.00732,0.16,0.0614,0.225,125.94,spotify:track:7bnqNC0CBeaD09RGUG3FBm
London Voices,Anakin's Theme,0.17,0.0451,9,-27.668,1,0.0411,0.842,0.921,0.169,0.037,74.942,spotify:track:5iO6RzoIkRJrPUdjNSwtau
Christina Aguilera,I Turn to You,0.599,0.47,1,-8.356,1,0.0376,0.38,0.0,0.111,0.298,127.177,spotify:track:13pG2aMM5FWBvVgSfp08fv
Celtic Woman,May It Be,0.161,0.323,9,-9.674,1,0.0359,0.939,0.000218,0.109,0.0737,63.664,spotify:track:6nagmlFCvUo7rSjt3wDPbD
Mike Shiver,Ahh,0.493,0.97,0,-6.643,1,0.0603,0.0426,0.945,0.0806,0.305,124.975,spotify:track:2BPMm8fh3wp8IZCCfXygS5
Tech N9ne,Stamina,0.0,0.806,7,-5.477,1,0.0,0.00234,0.000106,0.112,0.0,0.0,spotify:track:7b7bMqJpC8GiEA23nw0zGu
Sinéad O'Connor,Nothing Compares 2 U,0.511,0.574,5,-7.016,1,0.0273,0.0425,2.33e-05,0.105,0.161,119.917,spotify:track:3nvuPQTw2zuFAVuLsC9IYQ
Harlem,Gay Human Bones,0.47,0.941,0,-4.503,1,0.0379,0.517,2.65e-06,0.11,0.781,126.931,spotify:track:6h0JclBmNRcuzFWMJPzOfu
Felix Cartal,The Fire (feat. Madame Buttons) - Original Mix,0.712,0.964,3,-1.818,0,0.152,0.0287,0.291,0.0479,0.355,127.988,spotify:track:3gGoLLFxJ6ozpKSSTze6TG
Halsey,Gasoline,0.731,0.58,10,-7.328,0,0.0399,0.223,0.0,0.129,0.319,119.997,spotify:track:2IO7yf562c1zLzpanal1DT
Dustin O'Halloran,We Move Lightly,0.194,0.173,5,-15.524,0,0.0406,0.968,0.833,0.0756,0.0739,149.742,spotify:track:4d5g8281I07iaIevSsP1ge
Ed Sheeran,Shape of You - Galantis Remix,0.838,0.765,1,-2.332,0,0.0462,0.0514,0.00021,0.0297,0.905,100.021,spotify:track:5H7CwzYZ60e7w69tX4ivQN
Pretty Lights,Out of Time,0.628,0.792,7,-4.953,1,0.0978,0.00511,0.0143,0.185,0.337,94.977,spotify:track:6wDziwIfgdXcNwO3RaQjgq
Baby Bash,Uncockblockable,0.67,0.75,1,-5.052,1,0.132,0.14,0.0,0.139,0.653,100.44,spotify:track:4gfimXmuyqeQcdKr1xhh7o
RÜFÜS DU SOL,Like an Animal,0.71,0.748,9,-6.244,0,0.0305,0.0341,0.000105,0.0897,0.38,119.994,spotify:track:05LoBwiXyb1sx3xV3S3tEd
Lights,Toes,0.642,0.865,9,-5.301,1,0.0418,0.112,0.00156,0.662,0.248,124.012,spotify:track:5GywlJYKKhi4uknQeFS0H6
Joan Armatrading,Down To Zero,0.517,0.33,10,-14.287,1,0.031,0.636,0.00216,0.169,0.507,149.325,spotify:track:3dZmRTFKNmD2H4smelv3sr
2 Chainz,Mainstream Ratchet,0.733,0.549,5,-5.605,1,0.0858,0.589,7.47e-05,0.255,0.246,121.982,spotify:track:2YYfVqJfRPb74IJRHXZV1m
Halsey,Not Afraid Anymore,0.548,0.731,5,-6.997,0,0.0704,0.00308,4.02e-05,0.123,0.477,131.973,spotify:track:1uoL9GX45dTnmrWQ7Ii1Ft
Justin Bieber,Eenie Meenie,0.718,0.588,1,-4.192,1,0.0318,0.0525,0.0,0.0991,0.812,121.22,spotify:track:75vEuMA15pb8JmgrGugHEs
Jeremy Jordan,The World Will Know,0.678,0.538,7,-7.69,1,0.0357,0.397,0.0,0.0517,0.549,93.949,spotify:track:3LqpgW0Kkz3fG6VdXjQibD
August Alsina,Song Cry,0.346,0.597,11,-6.563,0,0.0801,0.066,2.34e-06,0.101,0.324,70.809,spotify:track:4xisQDP6YDwBEDW5DVuj5p
Alabama Shakes,This Feeling,0.626,0.333,7,-11.413,1,0.0365,0.824,0.0103,0.107,0.318,130.835,spotify:track:3kIMF9JlABZJrxC0eA0757
Maluma,El Perdedor (feat. Yandel) - The Remix,0.751,0.742,0,-4.393,0,0.12,0.367,0.0,0.0946,0.85,173.941,spotify:track:4QsPTKvdpgkA7mBAvclZTa
No Doubt,Bathwater,0.624,0.732,4,-4.931,0,0.0543,0.412,0.0,0.33,0.619,145.929,spotify:track:3xbZU7KENdHZrX99VDNGwx
Selena Gomez,Kill Em With Kindness,0.757,0.884,10,-5.488,0,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012,spotify:track:7KxhSJOYiqCDclXDBNlFSZ
Butcher Brown feat. Nicholas Payton,Jellowstone Room,0.57,0.539,6,-9.398,1,0.0355,0.414,0.809,0.106,0.677,85.835,spotify:track:4t0kowedpnogkg1LAfiKNK
Dylan Scott,My Girl,0.652,0.719,1,-7.251,1,0.033,0.0353,0.0,0.108,0.24,94.969,spotify:track:6p5GuyEqQH5pv02ouEyogQ
Baby Lullaby,Classical Piano,0.452,0.0228,10,-23.43,0,0.0452,0.989,0.926,0.0844,0.0515,106.886,spotify:track:58KOf66kvUCLQc9L8gVvNj
The Manhattans,Kiss and Say Goodbye,0.648,0.368,10,-11.116,1,0.0594,0.556,1.26e-05,0.167,0.558,129.102,spotify:track:3xCy2d2yP0ChZrOUB2Gwnr
Ty Dolla $ign,Long Time (feat. Quavo),0.738,0.625,10,-5.855,0,0.274,0.242,0.0,0.103,0.319,147.98,spotify:track:1vvsD4wGSpDtL1hPR4aNKJ
Hank Snow,I Don't Hurt Anymore,0.592,0.438,11,-6.937,1,0.0273,0.862,0.0,0.0842,0.59,94.533,spotify:track:5GjeohVHHbcDn7c2ZZMHrD
Kid Cudi,REVOFEV,0.608,0.544,11,-6.465,0,0.0474,0.15,0.00062,0.146,0.381,68.861,spotify:track:0Epl79nHvdyTdZRAiWpJah
Ace Hood,Hustle Hard Remix,0.831,0.74,1,-3.723,1,0.152,0.00557,0.0,0.302,0.21,140.041,spotify:track:68LR4RQ7JLHwRodWxPOB0k
Saint Motel,Move,0.638,0.819,10,-4.991,0,0.0643,0.0177,0.0,0.312,0.721,101.031,spotify:track:4vuJuTLFomqItDrn482nzV
Jane's Addiction,Been Caught Stealing,0.683,0.9,7,-7.506,1,0.105,0.0146,0.0706,0.296,0.616,103.625,spotify:track:51Gkc1TxvyQ9K8y0pQRmQM
Brantley Gilbert,Back In The Day,0.433,0.701,1,-6.017,1,0.0279,0.0163,4.79e-06,0.142,0.341,175.886,spotify:track:1gFvsKNdzRkNF1XMdK6Ke1
